"province","health_sector","vaccination_date","total_number_vaccines_administered"
"Limpopo","Private Health","2021-09-04",316
"Free State","Private Health","2021-07-29",1874
"Eastern Cape","Private Health","2021-11-14",71
"Mpumalanga","Public Health","2021-10-27",4035
"KwaZulu-Natal","Public Health","2021-07-31",7350
"Free State","Public Health","2021-06-24",2701
"Mpumalanga","Public Health","2021-05-24",2410
"Northern Cape","Public Health","2021-07-03",202
"Western Cape","Public Health","2021-07-22",24346
"Mpumalanga","Public Health","2021-11-27",678
"Gauteng","Private Health","2021-11-21",720
"Mpumalanga","Private Health","2021-06-02",289
"Eastern Cape","Private Health","2021-11-15",2089
"Western Cape","Private Health","2021-10-18",8037
"North West","Private Health","2021-11-24",1651
"Western Cape","Public Health","2021-08-23",27576
"KwaZulu-Natal","Private Health","2021-12-08",3276
"Gauteng","Private Health","2021-08-23",30241
"Limpopo","Private Health","2021-12-14",1707
"North West","Private Health","2021-11-28",7
"Western Cape","Public Health","2021-12-04",3085
"Limpopo","Public Health","2021-12-05",706
"Western Cape","Public Health","2021-09-29",15255
"Free State","Private Health","2021-11-07",20
"KwaZulu-Natal","Private Health","2021-09-28",6249
"Western Cape","Public Health","2021-08-25",31065
"Eastern Cape","Public Health","2021-07-20",26724
"Limpopo","Public Health","2021-08-05",11610
"Free State","Public Health","2021-11-28",97
"Free State","Public Health","2021-09-24",110
"Mpumalanga","Private Health","2021-06-30",382
"Free State","Public Health","2021-06-17",5014
"Free State","Private Health","2021-06-26",176
"Northern Cape","Private Health","2021-10-14",782
"North West","Private Health","2021-09-16",4594
"KwaZulu-Natal","Private Health","2021-06-10",929
"Eastern Cape","Public Health","2021-09-16",15096
"Eastern Cape","Public Health","2021-11-16",8928
"North West","Public Health","2021-06-13",12
"Mpumalanga","Public Health","2021-07-24",1035
"Free State","Public Health","2021-09-29",4989
"Gauteng","Public Health","2021-12-15",15107
"North West","Private Health","2021-09-29",4063
"North West","Public Health","2021-06-02",3426
"KwaZulu-Natal","Private Health","2021-11-23",3328
"Limpopo","Public Health","2021-07-17",129
"North West","Private Health","2021-06-02",390
"Limpopo","Private Health","2021-07-26",3295
"Limpopo","Private Health","2021-11-14",108
"Northern Cape","Public Health","2021-09-22",2513
"Limpopo","Private Health","2021-11-21",12
"Western Cape","Private Health","2021-08-07",2100
"Eastern Cape","Public Health","2021-08-07",470
"North West","Private Health","2021-08-06",3359
"Free State","Public Health","2021-12-14",3327
"KwaZulu-Natal","Private Health","2021-05-26",954
"Northern Cape","Private Health","2021-06-01",9
"North West","Public Health","2021-05-25",3058
"Gauteng","Private Health","2021-08-07",5855
"Free State","Private Health","2021-05-31",174
"Limpopo","Public Health","2021-10-11",8733
"Limpopo","Public Health","2021-11-23",5299
"western cape","Private Health","2021-12-12",3
"Northern Cape","Private Health","2021-05-20",23
"Gauteng","Public Health","2021-09-13",28789
"Western Cape","Public Health","2021-11-11",12314
"Mpumalanga","Private Health","2021-12-07",1247
"Gauteng","Private Health","2021-10-23",10834
"Western Cape","Private Health","2021-07-17",3254
"KwaZulu-Natal","Public Health","2021-06-23",7110
"Mpumalanga","Public Health","2021-05-25",2544
"Limpopo","Public Health","2021-06-14",18264
"Limpopo","Private Health","2021-08-26",3832
"Gauteng","Private Health","2021-06-25",5122
"Limpopo","Public Health","2021-11-02",7855
"Gauteng","Public Health","2021-10-22",28354
"Free State","Private Health","2021-10-15",2515
"Gauteng","Private Health","2021-07-20",23948
"North West","Private Health","2021-09-14",4894
"Free State","Private Health","2021-10-02",922
"Gauteng","Private Health","2021-07-02",12964
"Free State","Public Health","2021-11-21",93
"eastern cape","Public Health","2021-12-07",3
"Gauteng","Public Health","2021-07-04",83
"Free State","Public Health","2021-09-13",7761
"Mpumalanga","Private Health","2021-08-13",1579
"North West","Public Health","2021-11-23",2777
"Western Cape","Private Health","2021-07-19",11162
"Free State","Private Health","2021-10-20",2183
"Limpopo","Private Health","2021-05-18",41
"Eastern Cape","Public Health","2021-10-06",13585
"KwaZulu-Natal","Public Health","2021-11-18",8280
"KwaZulu-Natal","Public Health","2021-07-16",10005
"Eastern Cape","Public Health","2021-12-07",6957
"Northern Cape","Public Health","2021-11-12",2060
"Free State","Private Health","2021-12-07",1601
"gauteng","Private Health","2021-12-14",225
"Free State","Private Health","2021-10-04",3039
"Free State","Public Health","2021-07-06",6482
"Mpumalanga","Public Health","2021-08-14",289
"North West","Private Health","2021-09-20",3399
"Eastern Cape","Private Health","2021-07-11",10
"Eastern Cape","Public Health","2021-05-24",6353
"Western Cape","Private Health","2021-10-08",15208
"Mpumalanga","Public Health","2021-11-03",3768
"Northern Cape","Public Health","2021-07-14",2890
"Free State","Public Health","2021-06-06",636
"Gauteng","Public Health","2021-07-20",31668
"Limpopo","Public Health","2021-10-21",12774
"Mpumalanga","Public Health","2021-11-10",2809
"Western Cape","Public Health","2021-09-22",19652
"Mpumalanga","Private Health","2021-07-17",74
"Western Cape","Private Health","2021-10-14",11064
"Northern Cape","Private Health","2021-10-09",167
"Gauteng","Public Health","2021-08-03",16965
"KwaZulu-Natal","Private Health","2021-06-20",2
"Western Cape","Private Health","2021-09-07",12445
"KwaZulu-Natal","Private Health","2021-06-07",1150
"Northern Cape","Private Health","2021-06-08",126
"Eastern Cape","Public Health","2021-12-11",427
"Free State","Public Health","2021-10-02",2282
"Free State","Public Health","2021-05-21",1310
"Eastern Cape","Public Health","2021-07-07",21607
"North West","Private Health","2021-09-10",4268
"Northern Cape","Private Health","2021-07-08",360
"North West","Private Health","2021-08-31",4162
"Gauteng","Public Health","2021-11-18",17218
"free state","Private Health","2021-12-15",2
"Free State","Private Health","2021-09-15",2738
"Gauteng","Public Health","2021-08-12",14721
"Limpopo","Public Health","2021-05-22",502
"Free State","Public Health","2021-07-15",10414
"North West","Public Health","2021-08-12",4854
"Free State","Public Health","2021-12-01",6961
"Western Cape","Private Health","2021-10-04",12664
"Free State","Public Health","2021-09-10",7250
"KwaZulu-Natal","Private Health","2021-06-16",1
"Limpopo","Private Health","2021-07-17",290
"Limpopo","Public Health","2021-08-16",8121
"kwazulu-natal","Public Health","2021-12-09",13
"KwaZulu-Natal","Private Health","2021-10-10",1684
"Mpumalanga","Private Health","2021-12-01",1611
"Western Cape","Public Health","2021-05-28",7961
"Gauteng","Private Health","2021-12-08",14754
"limpopo","Public Health","2021-12-07",1
"Western Cape","Private Health","2021-11-20",1820
"Limpopo","Public Health","2021-09-18",20
"Limpopo","Public Health","2021-11-05",4479
"Western Cape","Private Health","2021-07-31",1778
"Western Cape","Public Health","2021-11-24",8702
"KwaZulu-Natal","Public Health","2021-05-17",6029
"KwaZulu-Natal","Private Health","2021-07-28",5787
"Free State","Public Health","2021-06-04",5514
"Northern Cape","Public Health","2021-09-30",1869
"Northern Cape","Private Health","2021-06-07",77
"Gauteng","Public Health","2021-11-09",18987
"Western Cape","Private Health","2021-10-28",8968
"KwaZulu-Natal","Public Health","2021-07-09",32324
"Eastern Cape","Public Health","2021-05-25",6270
"Eastern Cape","Private Health","2021-10-13",3156
"Western Cape","Public Health","2021-06-26",6
"Free State","Public Health","2021-12-07",5664
"Gauteng","Public Health","2021-11-03",23752
"Gauteng","Private Health","2021-12-11",6216
"North West","Public Health","2021-07-20",7274
"Western Cape","Private Health","2021-07-11",593
"KwaZulu-Natal","Public Health","2021-07-18",4840
"KwaZulu-Natal","Private Health","2021-08-14",1884
"Free State","Private Health","2021-11-20",271
"KwaZulu-Natal","Public Health","2021-09-08",13353
"KwaZulu-Natal","Private Health","2021-06-22",2072
"KwaZulu-Natal","Private Health","2021-05-17",104
"KwaZulu-Natal","Private Health","2021-11-10",3922
"Free State","Private Health","2021-09-17",2606
"Gauteng","Public Health","2021-11-19",16748
"Free State","Private Health","2021-11-17",1800
"Western Cape","Private Health","2021-11-28",136
"Northern Cape","Public Health","2021-10-11",1604
"Eastern Cape","Private Health","2021-08-04",3822
"Gauteng","Private Health","2021-06-21",7040
"Limpopo","Private Health","2021-09-02",3671
"Gauteng","Public Health","2021-09-23",20582
"Mpumalanga","Public Health","2021-08-01",6
"Gauteng","Public Health","2021-11-20",3672
"Free State","Public Health","2021-09-09",7146
"KwaZulu-Natal","Public Health","2021-12-07",9077
"Free State","Private Health","2021-09-23",2156
"Limpopo","Public Health","2021-07-26",17111
"Free State","Public Health","2021-07-17",1255
"Eastern Cape","Private Health","2021-09-22",3318
"Mpumalanga","Public Health","2021-08-11",3556
"Free State","Public Health","2021-09-22",6084
"Northern Cape","Public Health","2021-08-28",594
"Eastern Cape","Public Health","2021-11-02",12163
"KwaZulu-Natal","Private Health","2021-11-28",602
"North West","Public Health","2021-09-03",3490
"Gauteng","Private Health","2021-11-28",1423
"KwaZulu-Natal","Private Health","2021-05-31",1317
"North West","Private Health","2021-12-03",2153
"Mpumalanga","Public Health","2021-11-20",999
"Eastern Cape","Private Health","2021-11-13",781
"Northern Cape","Public Health","2021-11-03",2565
"Western Cape","Private Health","2021-06-03",1717
"Free State","Private Health","2021-06-25",573
"Western Cape","Private Health","2021-08-28",4300
"Free State","Private Health","2021-12-03",1724
"Mpumalanga","Private Health","2021-05-28",100
"Northern Cape","Public Health","2021-09-08",2457
"KwaZulu-Natal","Public Health","2021-05-25",21140
"KwaZulu-Natal","Public Health","2021-06-28",10906
"KwaZulu-Natal","Private Health","2021-07-21",4620
"Limpopo","Private Health","2021-06-04",305
"Gauteng","Private Health","2021-08-29",5116
"Mpumalanga","Private Health","2021-08-16",2007
"Mpumalanga","Public Health","2021-06-17",5515
"Eastern Cape","Private Health","2021-08-19",3291
"Gauteng","Public Health","2021-08-01",901
"Free State","Public Health","2021-11-29",6202
"KwaZulu-Natal","Public Health","2021-10-15",15407
"Western Cape","Private Health","2021-09-27",9948
"North West","Private Health","2021-10-16",362
"North West","Public Health","2021-08-02",5616
"Eastern Cape","Private Health","2021-11-12",2832
"KwaZulu-Natal","Private Health","2021-09-24",1257
"Gauteng","Private Health","2021-08-03",21072
"Eastern Cape","Private Health","2021-05-19",228
"Western Cape","Public Health","2021-07-03",251
"KwaZulu-Natal","Public Health","2021-08-19",13704
"Western Cape","Private Health","2021-11-26",6255
"gauteng","Public Health","2021-12-04",7
"Free State","Public Health","2021-10-30",1078
"Mpumalanga","Private Health","2021-09-30",1857
"Mpumalanga","Private Health","2021-11-20",202
"Free State","Private Health","2021-12-15",910
"Gauteng","Private Health","2021-07-03",4112
"north west","Public Health","2021-12-07",1
"Gauteng","Private Health","2021-07-18",3563
"Western Cape","Public Health","2021-10-12",17471
"Mpumalanga","Private Health","2021-07-23",1593
"Gauteng","Private Health","2021-05-31",8026
"Limpopo","Private Health","2021-10-05",3282
"Mpumalanga","Private Health","2021-09-04",173
"Northern Cape","Private Health","2021-09-13",967
"free state","Private Health","2021-12-07",2
"Mpumalanga","Public Health","2021-05-31",3137
"Eastern Cape","Public Health","2021-05-31",5005
"Limpopo","Private Health","2021-11-27",631
"North West","Public Health","2021-11-11",3405
"Gauteng","Private Health","2021-06-20",79
"Limpopo","Public Health","2021-10-31",36
"Eastern Cape","Private Health","2021-10-05",3742
"Eastern Cape","Private Health","2021-12-06",2247
"KwaZulu-Natal","Public Health","2021-11-07",1636
"Free State","Private Health","2021-11-01",296
"Mpumalanga","Private Health","2021-08-01",22
"Eastern Cape","Public Health","2021-11-04",11623
"KwaZulu-Natal","Public Health","2021-08-25",11588
"KwaZulu-Natal","Private Health","2021-05-20",524
"Northern Cape","Private Health","2021-08-27",1078
"Western Cape","Private Health","2021-11-01",1283
"KwaZulu-Natal","Private Health","2021-05-25",679
"Western Cape","Public Health","2021-12-13",6035
"Western Cape","Private Health","2021-06-17",4032
"Eastern Cape","Public Health","2021-06-18",8839
"Eastern Cape","Public Health","2021-06-05",1
"Northern Cape","Private Health","2021-09-03",1044
"Eastern Cape","Private Health","2021-06-05",129
"Western Cape","Private Health","2021-09-26",347
"Eastern Cape","Public Health","2021-08-26",27251
"Free State","Public Health","2021-06-11",4502
"Northern Cape","Public Health","2021-11-08",1050
"Free State","Private Health","2021-09-29",2159
"North West","Public Health","2021-09-12",775
"North West","Private Health","2021-06-30",484
"Eastern Cape","Public Health","2021-09-26",452
"Limpopo","Private Health","2021-11-19",1766
"Northern Cape","Private Health","2021-06-28",281
"Limpopo","Public Health","2021-09-26",7
"Northern Cape","Public Health","2021-07-23",2010
"north west","Private Health","2021-12-13",14
"Northern Cape","Public Health","2021-06-29",1248
"Northern Cape","Public Health","2021-08-10",1656
"Eastern Cape","Private Health","2021-06-15",1046
"Gauteng","Public Health","2021-10-04",24260
"North West","Private Health","2021-09-04",931
"Free State","Private Health","2021-12-12",38
"Eastern Cape","Public Health","2021-07-24",106
"Eastern Cape","Public Health","2021-06-06",3
"KwaZulu-Natal","Public Health","2021-06-21",9634
"western cape","Private Health","2021-12-14",167
"Free State","Private Health","2021-09-22",2080
"Mpumalanga","Private Health","2021-06-03",238
"KwaZulu-Natal","Private Health","2021-07-15",305
"Eastern Cape","Private Health","2021-09-29",2991
"Free State","Public Health","2021-07-10",447
"North West","Public Health","2021-11-12",4228
"North West","Private Health","2021-10-31",52
"Free State","Public Health","2021-09-03",8131
"Northern Cape","Private Health","2021-10-20",652
"Gauteng","Private Health","2021-11-13",9261
"Western Cape","Private Health","2021-11-08",5316
"North West","Public Health","2021-06-18",2676
"Eastern Cape","Public Health","2021-12-01",8966
"Eastern Cape","Private Health","2021-10-30",1041
"Gauteng","Private Health","2021-11-14",1761
"Northern Cape","Private Health","2021-06-09",119
"Mpumalanga","Public Health","2021-11-19",1982
"Free State","Public Health","2021-08-20",6687
"KwaZulu-Natal","Public Health","2021-09-14",22331
"Western Cape","Private Health","2021-07-07",8721
"North West","Public Health","2021-09-25",565
"North West","Public Health","2021-06-04",3436
"Eastern Cape","Public Health","2021-08-14",166
"Western Cape","Public Health","2021-06-06",19
"Gauteng","Public Health","2021-05-26",12841
"Northern Cape","Public Health","2021-12-10",1072
"KwaZulu-Natal","Private Health","2021-09-19",915
